experiment,position_archetype,n,actual_stars,actual_top5_stars,predicted_stars,star_false_negatives,top5_star_false_negatives,star_false_positives,out_predicted_star,out_p_star_ge_20,star_precision,star_recall,mean_p_star,actual_star_rate,mean_residual_star_signal
segment_residual_internal_two_stage_failure_cap_combo_lift_no_shot,PG / primary_creator,1,1,0,1,0,0,0,0,0,1.0,1.0,0.5501252639906623,1.0,0.0
segment_residual_internal_two_stage_failure_cap_combo_lift_no_shot,PG / secondary_creator,8,2,1,2,1,0,1,0,0,0.5,0.5,0.19220790817162905,0.25,0.3670143192827856
segment_residual_internal_two_stage_failure_cap_combo_lift_no_shot,SF / offensive_wing,3,0,0,0,0,0,0,0,0,0.0,0.0,0.08620147469478275,0.0,0.2385122594076133
segment_residual_internal_two_stage_failure_cap_combo_lift_no_shot,SF / rim_runner,1,0,0,0,0,0,0,0,0,0.0,0.0,0.041494458701249404,0.0,0.5331483604227439
segment_residual_internal_two_stage_failure_cap_combo_lift_no_shot,SF / secondary_creator,4,0,0,0,0,0,0,0,0,0.0,0.0,0.07721526781268513,0.0,0.23219970144795932
segment_residual_internal_two_stage_failure_cap_combo_lift_no_shot,SF / two_way_wing,3,0,0,1,0,0,1,0,0,0.0,0.0,0.1291488030622803,0.0,0.0
segment_residual_internal_two_stage_failure_cap_combo_lift_no_shot,SG / offensive_wing,5,0,0,1,0,0,1,0,0,0.0,0.0,0.12665983864137303,0.0,0.17788176941027636
segment_residual_internal_two_stage_failure_cap_combo_lift_no_shot,SG / secondary_creator,7,0,0,0,0,0,0,0,0,0.0,0.0,0.10182124279867158,0.0,0.16829787375969252
segment_residual_internal_two_stage_failure_cap_combo_lift_no_shot,SG / two_way_wing,3,0,0,1,0,0,1,0,0,0.0,0.0,0.14210167944636298,0.0,0.13010174687826812
segment_residual_random_forest_sigmoid,C / rim_runner,3,0,0,2,0,0,2,0,0,0.0,0.0,0.35863453850846777,0.0,0.41177255505414073
segment_residual_random_forest_sigmoid,C / stretch_big,1,0,0,0,0,0,0,0,0,0.0,0.0,0.04084639971476537,0.0,0.0
segment_residual_random_forest_sigmoid,PF / dominant_big,1,0,0,0,0,0,0,0,0,0.0,0.0,0.15996991472960115,0.0,0.13626892456128947
segment_residual_random_forest_sigmoid,PF / playmaking_forward,2,0,0,0,0,0,0,0,0,0.0,0.0,0.025128793120742426,0.0,0.46499310493343626
segment_residual_random_forest_sigmoid,PF / rim_runner,5,0,0,1,0,0,1,0,0,0.0,0.0,0.092528013696017,0.0,0.29679247039108864
segment_residual_random_forest_sigmoid,PF / stretch_big,4,1,1,0,1,1,0,0,0,0.0,0.0,0.08834035489889058,0.25,0.30201851021296217
segment_residual_random_forest_sigmoid,PG / primary_creator,1,1,0,1,0,0,0,0,0,1.0,1.0,0.4942829254255241,1.0,0.0
segment_residual_random_forest_sigmoid,PG / secondary_creator,8,2,1,1,2,1,1,0,0,0.0,0.0,0.1264433805152344,0.25,0.3670143192827856
segment_residual_random_forest_sigmoid,SF / offensive_wing,3,0,0,0,0,0,0,0,0,0.0,0.0,0.06445055875065106,0.0,0.2385122594076133
segment_residual_random_forest_sigmoid,SF / rim_runner,1,0,0,0,0,0,0,0,0,0.0,0.0,0.08869269935628701,0.0,0.5331483604227439
segment_residual_random_forest_sigmoid,SF / secondary_creator,4,0,0,0,0,0,0,0,0,0.0,0.0,0.09721156166133735,0.0,0.23219970144795932
segment_residual_random_forest_sigmoid,SF / two_way_wing,3,0,0,1,0,0,1,0,0,0.0,0.0,0.12431967381031327,0.0,0.0
segment_residual_random_forest_sigmoid,SG / offensive_wing,5,0,0,0,0,0,0,0,0,0.0,0.0,0.09090242777572347,0.0,0.17788176941027636
segment_residual_random_forest_sigmoid,SG / secondary_creator,7,0,0,0,0,0,0,0,0,0.0,0.0,0.11102058403425906,0.0,0.16829787375969252
segment_residual_random_forest_sigmoid,SG / two_way_wing,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0791656141194344,0.0,0.13010174687826812
