source_dataset,player_id,player_name,draft_year,pick_number,college,college_year_season,college_year_team,college_year_class_year,college_season_number,college_season_count,college_year_age,college_year_pos,ast_pct_actual,ast_pct_expected,ast_pct_deviation,tov_pct_actual,tov_pct_expected,tov_pct_deviation,stl_pct_actual,stl_pct_expected,stl_pct_deviation,blk_pct_actual,blk_pct_expected,blk_pct_deviation,orb_pct_actual,orb_pct_expected,orb_pct_deviation,drb_pct_actual,drb_pct_expected,drb_pct_deviation,ts_pct_actual,ts_pct_expected,ts_pct_deviation,ws_per_40_actual,ws_per_40_expected,ws_per_40_deviation,bpm_actual,bpm_expected,bpm_deviation,ftr_actual,ftr_expected,ftr_deviation
training,1628378,Donovan Mitchell,2017,13,Louisville,2016-17,Louisville,SO,2,2,20.15,G,16.0,15.490196736236392,0.5098032637636081,10.2,10.454772187032601,0.25477218703260185,3.7,2.4759697512643566,1.2240302487356436,1.7,0.3553466046131327,1.3446533953868673,3.7,2.1281944662698264,1.5718055337301737,12.9,9.606753738644784,3.2932462613552165,0.534,0.5641305167023383,-0.03013051670233824,0.197,0.16350357175521593,0.03349642824478408,11.1,8.510978387123231,2.5890216128767687,0.243,0.2886836165630089,-0.0456836165630089
training,1628389,Bam Adebayo,2017,14,Kentucky,2016-17,Kentucky,FR,1,1,19.29,F,4.7,7.01434998412217,-2.3143499841221695,13.9,12.606718074007281,-1.2932819259927193,1.2,1.6397687749831973,-0.43976877498319733,4.9,7.17995266515101,-2.2799526651510096,11.1,11.453369587654558,-0.3533695876545586,17.3,20.893385251307002,-3.5933852513070015,0.624,0.6056798530699273,0.018320146930072667,0.196,0.20613603021618826,-0.010136030216188252,8.2,8.646854310460785,-0.44685431046078605,0.831,0.5713016611082631,0.2596983388917369
training,1628382,Justin Jackson,2017,15,North Carolina,2016-17,UNC,JR,3,3,21.6,F,15.8,12.879822964374522,2.9201770356254784,9.5,10.06456893516106,0.5645689351610592,1.3,1.7118589391402925,-0.4118589391402925,0.8,1.9129098206941029,-1.1129098206941028,4.8,5.092913287756006,-0.2929132877560061,10.8,12.550710845395306,-1.7507108453953055,0.555,0.5742962043842735,-0.019296204384273485,0.191,0.204566872194516,-0.013566872194515994,9.8,10.505429257558154,-0.7054292575581531,0.22,0.25889296637107034,-0.03889296637107034
training,1628383,Justin Patton,2017,16,Creighton,2016-17,Creighton,FR,1,1,19.38,C,8.5,7.866644043088761,0.633355956911239,15.1,15.057452737623427,-0.0425472623765728,1.9,1.7762897565501432,0.1237102434498567,5.9,6.5264270351251685,-0.6264270351251682,8.0,10.610522658847069,-2.610522658847069,19.0,20.872260905852762,-1.8722609058527624,0.671,0.5903355139973386,0.0806644860026614,0.194,0.1849925120843558,0.009007487915644208,8.4,8.219256419035132,0.18074358096486876,0.294,0.41031740293808744,-0.11631740293808746
training,1628391,D.J. Wilson,2017,17,Michigan,2016-17,Michigan,JR,3,3,20.7,F,8.5,9.61396258291864,-1.1139625829186404,11.2,12.113826929384828,0.9138269293848289,1.1,1.5691175479463508,-0.46911754794635074,5.2,5.328455263608536,-0.12845526360853565,6.6,6.366118803540849,0.2338811964591505,16.5,16.58017791633533,-0.08017791633533022,0.628,0.5974898413181832,0.030510158681816835,0.166,0.17686117665154993,-0.010861176651549925,7.9,8.585032932665188,-0.6850329326651874,0.197,0.31625695006605425,-0.11925695006605425
training,1628388,T.J. Leaf,2017,18,California-Los Angeles,2016-17,UCLA,FR,1,1,19.51,F,13.2,10.612760605313646,2.5872393946863532,10.8,12.645954355144777,1.8459543551447766,1.1,1.5880079348649623,-0.4880079348649622,3.5,4.336357772915479,-0.8363577729154787,9.0,10.163631487087795,-1.1636314870877946,19.7,20.815180471688166,-1.1151804716881664,0.66,0.5788299296765621,0.08117007032343793,0.22,0.18980066954636923,0.03019933045363077,8.6,7.729083611632629,0.8709163883673705,0.278,0.381091402382831,-0.10309140238283099
training,1628381,John Collins,2017,19,Wake Forest,2016-17,Wake Forest,SO,2,2,19.11,F,4.5,8.670936641310888,-4.170936641310888,11.1,14.548067558962881,3.4480675589628813,1.3,1.5614890947308042,-0.2614890947308042,6.6,5.159495231270037,1.440504768729963,16.4,11.968447180807814,4.431552819192184,25.6,24.124918932805578,1.4750810671944237,0.658,0.5934475923706701,0.0645524076293299,0.256,0.22018657430878383,0.03581342569121618,9.9,8.317281219212626,1.5827187807873742,0.585,0.5217962657018425,0.06320373429815751
training,1628385,Harry Giles III,2017,20,Duke,2016-17,Duke,FR,1,1,18.53,F,5.6,5.186146135041201,0.4138538649587984,16.8,16.031485702523742,-0.7685142974762584,1.7,1.7337336470847704,-0.033733647084770446,5.3,5.6380197591965935,-0.33801975919659366,16.4,13.396921569441615,3.003078430558384,21.6,20.057420547866073,1.5425794521339284,0.57,0.5271709217376097,0.04282907826239024,0.164,0.14521954648693167,0.01878045351306834,4.4,6.224702306777679,-1.824702306777679,0.308,0.41918024005579585,-0.11118024005579585
training,1628386,Jarrett Allen,2017,22,Texas,2016-17,Texas,FR,1,1,18.53,F,5.7,9.953703528070713,-4.253703528070713,17.8,13.991600799452868,-3.8083992005471323,1.0,1.6758219531623015,-0.6758219531623015,5.0,4.817254602145426,0.1827453978545739,10.9,11.70513493240652,-0.8051349324065189,18.9,20.933136417744834,-2.033136417744835,0.571,0.5771510364668729,-0.006151036466872983,0.124,0.17794571928826067,-0.05394571928826067,5.2,8.04604510742395,-2.84604510742395,0.472,0.4942222734605368,-0.022222273460536845
training,1628384,OG Anunoby,2017,23,Indiana,2016-17,Indiana,SO,2,2,19.29,F,11.0,11.760222588490356,-0.7602225884903557,15.2,14.97136797614654,-0.22863202385345893,3.0,2.341775380232818,0.6582246197671822,5.5,1.913355652965201,3.586644347034799,8.5,6.788927075470932,1.7110729245290681,16.1,15.314332829315866,0.7856671706841354,0.611,0.5491758299532622,0.06182417004673779,0.172,0.15507775975928975,0.016922240240710235,8.9,6.885166519916818,2.0148334800831824,0.393,0.31410813351900163,0.07889186648099838
training,1628399,Tyler Lydon,2017,24,Syracuse,2016-17,Syracuse,SO,2,2,20.56,F,10.8,12.780344609235158,-1.980344609235157,13.6,13.41957709856701,-0.18042290143298878,1.7,1.820730609306363,-0.12073060930636315,4.7,4.157619800201758,0.5423801997982425,7.7,6.232874060910753,1.4671259390892475,19.2,17.17113711592759,2.02886288407241,0.599,0.5731462982624131,0.02585370173758683,0.157,0.16348548414210246,-0.0064854841421024545,7.0,7.931666672245841,-0.9316666722458411,0.364,0.27402239174831705,0.08997760825168294
training,1628403,Caleb Swanigan,2017,26,Purdue,2016-17,Purdue,SO,2,2,19.54,F,18.9,13.713413151050794,5.186586848949204,18.5,14.458080534924997,-4.0419194650750025,0.8,1.9018915071557834,-1.1018915071557833,2.5,2.3156377866356435,0.18436221336435654,10.7,9.047549448091138,1.6524505519088617,32.7,24.27363683773385,8.426363162266153,0.62,0.5669477380359998,0.05305226196400015,0.224,0.21525095939223465,0.008749040607765352,9.4,7.149369858624327,2.250630141375673,0.499,0.450799250146541,0.04820074985345901
training,1628398,Kyle Kuzma,2017,27,Utah,2016-17,Utah,JR,3,3,21.28,F,15.2,10.989046784402968,4.210953215597032,12.8,13.291079506188511,0.4910795061885107,1.1,1.534219100480195,-0.43421910048019496,1.6,2.7197855213561,-1.1197855213560999,11.3,8.557547276290121,2.7424527237098797,23.3,22.870207573189678,0.42979242681032304,0.565,0.5757298478669022,-0.010729847866902231,0.204,0.19385598662742143,0.010144013372578559,6.3,6.990960395085486,-0.6909603950854866,0.352,0.4125691433369242,-0.0605691433369242
training,1628396,Tony Bradley,2017,28,North Carolina,2016-17,UNC,FR,1,1,18.81,F,7.2,7.212608154721163,-0.012608154721163167,9.9,14.204383136367705,4.304383136367704,1.0,1.6948466593372837,-0.6948466593372837,4.4,5.5369134329638445,-1.1369134329638442,18.6,14.12247511333431,4.477524886665691,19.0,20.28830350391393,-1.2883035039139301,0.59,0.5656289338745524,0.024371066125447594,0.225,0.19324249817903022,0.031757501820969786,7.9,7.4979668079107205,0.4020331920892799,0.59,0.5157319823585244,0.07426801764147561
training,1628401,Derrick White,2017,29,Colorado,2016-17,Colorado,SR,1,1,22.34,G,28.6,25.237323242974075,3.362676757025927,14.2,14.361734258204232,0.16173425820423226,2.2,2.3349972060592474,-0.13499720605924725,4.9,1.7772850701786143,3.1227149298213863,3.5,3.6752448446227,-0.17524484462269996,10.5,12.314681035126164,-1.8146810351261635,0.627,0.570430121706612,0.056569878293388,0.211,0.1886479921242304,0.022352007875769603,12.4,7.808659171500193,4.591340828499807,0.45,0.3754657977118554,0.07453420228814461
training,1628404,Josh Hart,2017,30,Villanova,2016-17,Villanova,SR,4,4,21.66,G,18.8,20.224402464473616,-1.4244024644736157,11.5,12.531727137348057,1.0317271373480565,2.9,2.4097177040601228,0.49028229593987716,1.0,1.263399533004135,-0.263399533004135,5.8,3.6957217584183324,2.1042782415816674,17.6,13.97929110427099,3.6207088957290114,0.619,0.5700883580935149,0.048911641906485115,0.257,0.19708254242385634,0.05991745757614367,12.0,10.139075459130575,1.8609245408694246,0.367,0.3730548058994618,-0.006054805899461835
training,1628402,Frank Jackson,2017,31,Duke,2016-17,Duke,FR,1,1,18.5,G,12.6,16.8644239077252,-4.264423907725201,12.9,14.731970700347368,1.8319707003473678,1.3,2.008966197571905,-0.708966197571905,0.2,0.37946339835022624,-0.17946339835022623,3.1,2.66216403619337,0.43783596380663026,8.3,9.490947884189048,-1.1909478841890468,0.598,0.5542672207075949,0.043732779292405044,0.147,0.1440814706470115,0.0029185293529885026,5.1,6.287332959089495,-1.1873329590894954,0.363,0.3536055130541158,0.009394486945884184
training,1628432,Davon Reed,2017,32,Miami (FL),2016-17,Miami (FL),SR,4,4,21.39,G,14.3,16.6814804772048,-2.3814804772048,13.7,13.159977577011613,-0.5400224229883861,2.3,2.1787674444852065,0.12123255551479328,1.5,1.1645995210168982,0.33540047898310177,2.9,3.1703156896247475,-0.2703156896247476,13.1,12.804947972390401,0.29505202760959826,0.58,0.5805749570229183,-0.000574957022918321,0.163,0.1703638072228423,-0.0073638072228423,8.2,8.53051963554316,-0.3305196355431601,0.29,0.30816447812125086,-0.018164478121250882
training,1628411,Wes Iwundu,2017,33,Kansas State,2016-17,Kansas St.,SR,4,4,21.87,F,22.9,15.09509907272143,7.8049009272785685,17.2,15.619794393208704,-1.5802056067912957,1.9,2.0526216202832286,-0.15262162028322868,1.2,2.081783584174391,-0.8817835841743908,4.1,5.197092697587487,-1.0970926975874873,20.0,15.191112840341773,4.8088871596582266,0.585,0.575301724325154,0.009698275674845935,0.16,0.17086565562228018,-0.010865655622280174,7.5,8.099261756060134,-0.5992617560601339,0.506,0.41427106542234665,0.09172893457765335
training,1628412,Frank Mason III,2017,34,Kansas,2016-17,Kansas,SR,4,4,22.58,G,26.1,30.483188856155422,-4.383188856155421,12.4,12.961906533940246,0.5619065339402454,2.0,2.3187641619663646,-0.3187641619663646,0.2,0.6450962252741033,-0.44509622527410325,2.0,2.1517136484469077,-0.1517136484469077,10.5,10.807272030837066,-0.30727203083706556,0.622,0.5669815155586408,0.05501848444135915,0.23,0.19644657409837404,0.033553425901625966,11.3,9.857583522577526,1.4424164774224746,0.484,0.4128744112689026,0.07112558873109737
training,1628397,Ivan Rabb,2017,35,California,2016-17,Cal,SO,2,2,19.74,F,10.9,11.403776736563014,-0.5037767365630135,14.3,14.787000197281053,0.48700019728105204,1.3,1.7380496416901345,-0.4380496416901345,3.3,4.734951267381377,-1.4349512673813773,10.7,9.740151963540097,0.9598480364599027,25.7,21.722310306504447,3.9776896934955523,0.541,0.5639123402999816,-0.02291234029998157,0.18,0.18008511417187165,-8.511417187165304e-05,6.4,6.406783091265552,-0.006783091265551988,0.599,0.4933606884595129,0.10563931154048706
training,1628400,Semi Ojeleye,2017,37,Southern Methodist,2016-17,SMU,JR,3,3,21.91,F,9.3,15.07646222764136,-5.776462227641359,8.5,12.421329249303572,3.9213292493035716,0.8,2.0522836457102582,-1.2522836457102582,1.6,2.2311050313795486,-0.6311050313795485,8.4,5.9608408400521515,2.439159159947849,15.0,16.745813727573378,-1.7458137275733776,0.621,0.5767651885730237,0.04423481142697627,0.257,0.20341484551193084,0.053585154488069164,9.3,7.627630591100154,1.672369408899847,0.508,0.35035944434425204,0.15764055565574797
training,1628395,Jordan Bell,2017,38,Oregon,2016-17,Oregon,JR,3,3,21.82,F,11.4,9.0212480281326,2.3787519718674,18.8,17.16133606976929,-1.6386639302307096,2.5,1.9837393437773942,0.5162606562226058,8.5,3.4198250767984266,5.080174923201573,12.2,10.959920080849452,1.2400799191505474,22.4,18.939292284792653,3.460707715207345,0.658,0.5986271584003964,0.059372841599603654,0.222,0.21347861357704376,0.008521386422956245,10.8,8.648818418218863,2.151181581781138,0.435,0.48606032089278917,-0.05106032089278917
training,1628393,Jawun Evans,2017,39,Oklahoma State,2016-17,Oklahoma St.,SO,2,2,20.27,G,43.6,38.31752962804137,5.282470371958631,13.6,13.684781667766108,0.08478166776610863,3.3,2.641837674455538,0.658162325544462,0.5,0.5277501995693064,-0.027750199569306355,2.8,2.916967834091964,-0.1169678340919642,11.0,11.553257685559748,-0.553257685559748,0.535,0.5399974995839103,-0.00499749958391027,0.206,0.17977197954083934,0.026228020459160645,9.2,8.17134448106487,1.02865551893513,0.396,0.43067204740004744,-0.03467204740004742
training,1628407,Dwayne Bacon,2017,40,Florida State,2016-17,Florida St.,SO,2,2,21.17,G,11.6,17.124921786348516,-5.524921786348516,11.4,12.389888060107932,0.9898880601079316,1.9,2.460323108583097,-0.5603231085830971,0.4,1.319995009069836,-0.919995009069836,4.0,4.7430318578517685,-0.7430318578517685,12.0,15.131966800923482,-3.1319668009234825,0.544,0.5493257955491552,-0.005325795549155132,0.151,0.1869376938357661,-0.035937693835766116,5.5,10.168856715564466,-4.668856715564466,0.282,0.3263170267948663,-0.04431702679486632
training,1628416,Tyler Dorsey,2017,41,Oregon,2016-17,Oregon,SO,2,2,20.7,G,10.7,16.457911514941234,-5.7579115149412345,11.1,11.840518124942752,0.7405181249427528,1.5,2.207477111708358,-0.707477111708358,0.4,1.1897263705836891,-0.7897263705836891,3.5,3.6638743087533707,-0.16387430875337072,9.6,10.93568093990777,-1.3356809399077711,0.606,0.5973910936207135,0.008608906379286463,0.178,0.1892570567941357,-0.011257056794135717,6.8,8.542279913906055,-1.7422799139060556,0.343,0.3298587143691877,0.01314128563081235
training,1628418,Thomas Bryant,2017,42,Indiana,2016-17,Indiana,SO,2,2,19.26,C,9.8,8.482572703210172,1.3174272967898286,18.0,15.024218785205134,-2.975781214794866,1.6,1.674310177891448,-0.07431017789144789,5.7,4.69553704785479,1.00446295214521,9.7,9.519391685294726,0.18060831470527283,17.2,19.85695147380517,-2.6569514738051723,0.601,0.5801785730256547,0.020821426974345303,0.159,0.17049058897224958,-0.011490588972249582,6.2,7.294725582574383,-1.094725582574383,0.519,0.4240299839120148,0.09497001608798522
training,1628422,Damyean Dotson,2017,44,Houston,2016-17,Houston,SR,4,4,22.49,G,6.9,11.088112207262784,-4.188112207262783,6.8,10.297420791543738,3.497420791543738,1.6,2.0741733375134657,-0.4741733375134656,0.6,1.3236444610006795,-0.7236444610006795,5.1,3.477611115985676,1.6223888840143235,18.1,15.726275651944414,2.373724348055587,0.611,0.5863693657726005,0.024630634227399528,0.216,0.1771735973486872,0.03882640265131279,9.4,9.956258907986545,-0.5562589079865443,0.123,0.2322833627745683,-0.1092833627745683
training,1628415,Dillon Brooks,2017,45,Oregon,2016-17,Oregon,JR,3,3,20.78,F,23.1,16.29326974604699,6.80673025395301,13.0,14.90644603951961,1.9064460395196097,2.5,2.472956022393435,0.027043977606564962,2.0,2.2636878477846842,-0.26368784778468424,4.8,6.668985074333083,-1.8689850743330831,9.7,15.34382674637154,-5.643826746371541,0.585,0.548404921431205,0.03659507856879496,0.213,0.15115711059861794,0.06184288940138205,9.1,7.623955333237634,1.4760446667623652,0.299,0.3413974453459891,-0.042397445345989104
training,1628425,Sterling Brown,2017,46,Southern Methodist,2016-17,SMU,SR,4,4,21.72,G,17.9,16.870230620629084,1.029769379370915,14.6,13.893822647686452,-0.7061773523135475,2.7,2.1816670145356967,0.5183329854643035,2.2,1.7294175830247571,0.47058241697524306,6.0,4.609474960959526,1.3905250390404742,16.9,15.566734641919428,1.3332653580805705,0.583,0.5840335636564981,-0.0010335636564980932,0.211,0.17382925123873577,0.03717074876126422,8.9,7.108201958904564,1.7917980410954364,0.313,0.3572276782677226,-0.044227678267722614
training,1628387,Ike Anigbogu,2017,47,California-Los Angeles,2016-17,UCLA,FR,1,1,18.05,F,2.3,4.659900216374831,-2.3599002163748315,16.5,16.707266849157758,0.20726684915775806,0.7,1.3668272597060094,-0.6668272597060094,8.8,5.977142441795117,2.822857558204884,13.2,11.839152037081538,1.360847962918461,19.9,16.648874541730148,3.2511254582698506,0.564,0.5612354395171788,0.0027645604828211434,0.133,0.12961432669531334,0.0033856733046866705,0.9,2.054327496774285,-1.1543274967742851,0.426,0.4744722868332241,-0.04847228683322413
training,1628414,Sindarius Thornwell,2017,48,South Carolina,2016-17,South Carolina,SR,4,4,21.96,G,19.1,24.156829250330464,-5.056829250330463,11.9,12.5316592784278,0.631659278427799,3.6,2.548207464895068,1.0517925351049322,3.4,1.3505674289766099,2.04943257102339,8.0,3.5949790695090003,4.405020930491,16.3,13.926333896280525,2.3736661037194757,0.59,0.5623851871613276,0.027614812838672398,0.273,0.1932320130885894,0.07976798691141063,17.1,11.367351606292347,5.732648393707654,0.59,0.40873127853372637,0.1812687214662736
training,1628420,Monte Morris,2017,51,Iowa State,2016-17,Iowa St.,SR,4,4,21.35,G,32.0,24.60440685078066,7.395593149219341,7.5,10.111208818869112,2.6112088188691125,2.4,2.475690576233093,-0.07569057623309305,0.8,0.7467733671721993,0.05322663282780071,3.7,2.3729592649628324,1.3270407350371678,11.3,10.280335278650417,1.0196647213495833,0.555,0.5658721028274963,-0.010872102827496288,0.21,0.18806942326355977,0.02193057673644022,10.5,10.029472379215672,0.47052762078432764,0.239,0.3502124841293059,-0.1112124841293059
training,1628410,Edmond Sumner,2017,52,Xavier,2016-17,Xavier,SO,3,3,20.84,G,30.2,28.27571234959441,1.9242876504055886,17.4,15.988851959136987,-1.4111480408630115,2.3,2.345729831074568,-0.04572983107456796,2.7,1.995001139008253,0.7049988609917472,1.8,2.789678436772883,-0.989678436772883,13.7,13.381529878052875,0.318470121947124,0.57,0.5528852864652426,0.017114713534757353,0.154,0.14915454794501248,0.004845452054987515,8.8,7.517710376702592,1.2822896232974088,0.645,0.47567167737157673,0.1693283226284233
training,1628443,Kadeem Allen,2017,53,Arizona,2016-17,Arizona,SR,2,2,23.79,G,17.8,19.984498015481865,-2.1844980154818643,18.3,19.524868604045135,1.2248686040451346,3.1,2.67889336620119,0.4211066337988103,2.3,1.4444648936767124,0.8555351063232874,1.5,2.9158268925027984,-1.4158268925027984,13.8,12.504387655191199,1.2956123448088022,0.57,0.5681137092117523,0.0018862907882476465,0.148,0.15982514221020772,-0.011825142210207723,7.4,7.635092914587207,-0.2350929145872067,0.492,0.41261519347450565,0.07938480652549434
training,1628409,Alec Peters,2017,54,Valparaiso,2016-17,Valparaiso,SR,4,4,21.56,F,14.8,13.16433736084996,1.6356626391500413,11.2,11.745900960370161,0.5459009603701617,1.3,1.8248871661953239,-0.5248871661953238,1.2,2.5452736741595685,-1.3452736741595686,8.5,7.6751211943072155,0.8248788056927845,23.3,22.067424802427155,1.2325751975728458,0.594,0.5805107426279938,0.013489257372006125,0.241,0.21172015522514054,0.029279844774859454,7.9,8.547369037227739,-0.6473690372277385,0.415,0.34495031537487175,0.07004968462512823
training,1628430,Nigel Williams-Goss,2017,55,Gonzaga,2016-17,Gonzaga,JR,3,3,22.13,G,25.6,26.493435635632235,-0.8934356356322333,13.1,14.586789008698771,1.4867890086987714,2.9,2.6568265749953026,0.2431734250046973,0.2,0.9012906136013703,-0.7012906136013703,2.2,2.9524821529362364,-0.7524821529362362,15.7,12.146314568260111,3.553685431739888,0.594,0.5679122184540166,0.026087781545983346,0.261,0.19586053550048843,0.06513946449951158,10.8,7.619582946704017,3.180417053295984,0.4,0.3959630326088128,0.004036967391187196
training,1628444,Jabari Bird,2017,56,California,2016-17,Cal,SR,4,4,22.33,G,7.7,13.66547728856244,-5.9654772885624405,12.7,11.096023686054304,-1.6039763139456955,1.3,1.9508015378005605,-0.6508015378005605,0.8,1.4665675670171678,-0.6665675670171678,3.5,3.1528441422882083,0.3471558577117917,13.2,13.534503446612405,-0.3345034466124055,0.562,0.5734577146637686,-0.011457714663768548,0.142,0.17131285299088503,-0.02931285299088504,6.2,8.062544922263433,-1.8625449222634325,0.173,0.2398973355251189,-0.06689733552511892
training,1628417,Jaron Blossomgame,2017,59,Clemson,2016-17,Clemson,SR,4,4,23.13,F,9.7,12.745027227437127,-3.045027227437128,9.7,12.317315948579688,2.617315948579689,1.4,1.810340257088376,-0.41034025708837607,2.9,2.183697693414809,0.7163023065851908,5.9,6.8709615610627255,-0.9709615610627251,15.5,18.254059473173733,-2.754059473173733,0.561,0.5622184639664582,-0.0012184639664581942,0.152,0.1831817814073948,-0.031181781407394804,6.2,8.119185525775961,-1.9191855257759611,0.381,0.3511009292361429,0.029899070763857116
training,1629028,Deandre Ayton,2018,1,Arizona,2017-18,Arizona,FR,1,1,19.28,F,10.2,12.809005359195835,-2.6090053591958355,11.3,12.6033899460953,1.3033899460952991,1.0,1.1987090436024375,-0.19870904360243746,6.1,4.378190485269699,1.7218095147303005,13.5,10.035247886516089,3.464752113483911,28.2,23.44064625653925,4.75935374346075,0.65,0.6070271310502868,0.042972868949713194,0.259,0.2389278846016904,0.02007211539830961,11.0,10.350723791004105,0.6492762089958948,0.424,0.45668556058191156,-0.03268556058191158
training,1628963,Marvin Bagley III,2018,2,Duke,2017-18,Duke,FR,1,1,18.64,F,8.8,10.791600658605018,-1.9916006586050177,12.2,13.19300290482906,0.9930029048290603,1.4,1.4800305229927806,-0.08003052299278068,2.6,3.6742159869688886,-1.0742159869688885,13.8,10.51315888299952,3.286841117000481,21.5,23.3757282539911,-1.8757282539910989,0.643,0.5747621617134725,0.06823783828652752,0.248,0.2041077209939335,0.04389227900606649,10.8,8.179554233959298,2.620445766040703,0.475,0.4660397084241956,0.008960291575804358
training,1628991,Jaren Jackson Jr.,2018,4,Michigan State,2017-18,Michigan St.,FR,1,1,18.13,F,9.3,9.032706396235277,0.267293603764724,17.4,16.276525857289375,-1.1234741427106236,1.6,1.7197846135997659,-0.11978461359976578,14.3,6.294155044067665,8.005844955932336,8.8,7.579294646014608,1.2207053539853927,19.7,16.697952359851552,3.0020476401484473,0.647,0.5698503863131104,0.07714961368688966,0.239,0.16659381122108538,0.07240618877891461,11.7,7.044830777142899,4.655169222857101,0.573,0.4443804488889038,0.12861955111109613
training,1629027,Trae Young,2018,5,Oklahoma,2017-18,Oklahoma,FR,1,1,19.12,G,48.6,34.44172921731529,14.15827078268471,18.2,14.499662803951962,-3.7003371960480376,2.5,2.352431429510114,0.14756857048988614,0.7,0.34977042229657773,0.3502295777034222,1.3,2.2235260325493367,-0.9235260325493366,10.0,9.999473928237,0.0005260717629997913,0.585,0.5657129753027659,0.01928702469723409,0.201,0.19028271257057353,0.010717287429426486,11.1,9.479129036384851,1.6208709636151486,0.443,0.3467425027466219,0.09625749725337812
training,1628964,Mo Bamba,2018,6,Texas,2017-18,Texas,FR,1,1,19.47,F,3.6,11.868366641400875,-8.268366641400876,12.3,14.917292758460095,2.617292758460094,1.5,1.7733024508665178,-0.27330245086651783,13.1,6.4923278735995815,6.607672126400418,12.2,9.546881946725847,2.6531180532741523,28.2,22.33603154886156,5.86396845113844,0.593,0.5718068068336718,0.021193193166328173,0.212,0.17661649581654176,0.03538350418345823,10.9,9.486765999851338,1.4132340001486625,0.441,0.44152419736381926,-0.0005241973638192565
training,1628976,Wendell Carter Jr.,2018,7,Duke,2017-18,Duke,FR,1,1,18.55,F,13.0,9.411387042868137,3.588612957131863,15.8,13.731510278755415,-2.0684897212445854,1.7,1.543372174117932,0.15662782588206792,7.6,5.540919998070432,2.0590800019295674,12.8,10.974811832114732,1.825188167885269,23.2,20.612756249197336,2.5872437508026636,0.628,0.5928633960072367,0.035136603992763304,0.239,0.19352701256786972,0.04547298743213027,11.4,7.859919343971576,3.540080656028424,0.527,0.4429050556756525,0.0840949443243475
training,1629012,Collin Sexton,2018,8,Alabama,2017-18,Alabama,FR,1,1,18.83,G,27.8,30.23580052121638,-2.435800521216379,14.2,15.799274647195352,1.5992746471953527,1.6,2.408056970013637,-0.8080569700136371,0.3,0.6648646162512951,-0.3648646162512951,4.1,3.1353382665104874,0.9646617334895122,9.8,12.048464915267365,-2.2484649152673644,0.567,0.5425638947210447,0.024436105278955234,0.177,0.17130146175971778,0.005698538240282214,6.9,7.6661475259554,-0.7661475259553994,0.575,0.49255468231505534,0.08244531768494462
training,1628995,Kevin Knox II,2018,9,Kentucky,2017-18,Kentucky,FR,1,1,18.23,F,8.7,9.722953090983383,-1.0229530909833837,14.1,11.510328382428954,-2.589671617571046,1.5,1.5411393128289412,-0.04113931282894123,1.0,2.2713403709499578,-1.2713403709499578,3.3,5.143059692383771,-1.843059692383771,14.5,15.920369026675704,-1.4203690266757043,0.556,0.5650742835593134,-0.00907428355931339,0.133,0.15337323711252296,-0.02037323711252295,5.1,7.93460410018221,-2.8346041001822107,0.373,0.3311667107764464,0.041833289223553616
training,1628969,Mikal Bridges,2018,10,Villanova,2017-18,Villanova,JR,3,3,21.17,F,10.6,11.893005415587071,-1.2930054155870714,9.1,10.337718925630542,1.237718925630542,2.7,1.9851628533688268,0.7148371466311734,3.5,2.3233790434256685,1.1766209565743315,5.2,5.064139762266038,0.13586023773396239,13.8,13.673912506987078,0.126087493012923,0.655,0.593449911167056,0.061550088832943994,0.241,0.19698295880022806,0.04401704119977193,12.9,9.441759072407681,3.4582409275923194,0.282,0.26324572590579765,0.018754274094202328
training,1628983,Shai Gilgeous-Alexander,2018,11,Kentucky,2017-18,Kentucky,FR,1,1,19.31,G,28.8,20.974775659704694,7.825224340295307,17.9,15.977241586287635,-1.922758413712364,2.8,2.4213424914696433,0.3786575085303565,1.7,1.4395220756494633,0.2604779243505366,3.2,3.5927738682658568,-0.3927738682658566,10.0,12.462608418833652,-2.4626084188336517,0.578,0.5470479962988076,0.030952003701192332,0.167,0.13563641332186607,0.03136358667813394,9.0,6.990725866139365,2.009274133860635,0.464,0.48784376328278617,-0.023843763282786146
training,1628970,Miles Bridges,2018,12,Michigan State,2017-18,Michigan St.,SO,2,2,19.62,F,16.9,14.280981870529793,2.6190181294702057,11.6,13.041362885731862,1.4413628857318628,1.2,2.0696487927326093,-0.8696487927326093,2.5,2.0139089926051312,0.48609100739486877,5.2,5.950648464793864,-0.7506484647938638,18.2,17.379340941905728,0.8206590580942716,0.572,0.553429764567771,0.01857023543222891,0.208,0.18013599110414522,0.027864008895854775,8.7,6.968217205813785,1.7317827941862145,0.239,0.288692892896245,-0.04969289289624501
training,1629010,Jerome Robinson,2018,13,Boston College,2017-18,Boston College,JR,3,3,20.69,F,19.5,21.243895251962968,-1.743895251962968,13.9,13.090481467078424,-0.8095185329215759,1.4,2.417119590173783,-1.0171195901737833,0.4,2.1634564490561834,-1.7634564490561835,1.5,5.566992982844877,-4.066992982844877,9.7,15.91746567488007,-6.217465674880071,0.608,0.5644465076920145,0.04355349230798544,0.157,0.1898399612189549,-0.03283996121895491,5.5,9.140268516900132,-3.6402685169001323,0.343,0.3421718836348321,0.0008281163651679413
